trip_id,destination,trip_duration_days,total_budget_inr,group_size,primary_interest,secondary_interest,accommodation_preference,travel_season,destination_cost_tier,is_first_time,transport_mode,has_special_occasion,has_health_conditions,accommodation_budget_pct,food_dining_budget_pct,activities_attractions_budget_pct,local_transport_budget_pct,shopping_misc_budget_pct,contingency_budget_pct
T_E00029,Northeast India,25,472829,4,Cultural,Adventure,Budget,Peak,Tier-3,False,Flight,False,False,25.6,19.3,27.1,9.3,9.3,9.4
T_E00030,Kolkata,9,379823,5,Cultural,Adventure,Mid-range,Peak,Tier-2,False,Train,True,False,29.2,19.6,21.4,10.5,9.6,9.7
T_E00031,Agra,24,314166,6,Beach,Food,Luxury,Moderate,Tier-2,False,Train,False,True,28.8,21.7,19.6,10.6,9.6,9.7
T_E00032,Pune,16,357170,2,Adventure,Beach,Mid-range,Peak,Tier-2,True,Flight,False,True,29.9,19.3,22.9,9.3,9.3,9.3
T_E00033,Agra,6,448406,2,Heritage,Cultural,Mid-range,Peak,Tier-2,False,Train,False,False,30.6,19.6,21.0,9.6,9.6,9.6
T_E00034,Goa,8,254823,10,Spiritual,Cultural,Budget,Peak,Tier-1,False,Bus,False,False,30.0,17.9,23.8,10.0,9.2,9.1
T_E00035,Varanasi,13,312696,5,Cultural,Food,Luxury,Peak,Tier-2,True,Own-vehicle,False,False,32.6,21.3,17.2,10.2,9.3,9.4
T_E00036,Kerala,11,482235,3,Food,Beach,Budget,Peak,Tier-3,False,Flight,False,True,25.3,22.7,24.9,9.0,9.0,9.1
T_E00037,Goa,20,96238,7,Heritage,Food,Budget,Peak,Tier-1,True,Bus,False,False,28.9,20.4,23.9,9.4,8.7,8.7
T_E00038,Kolkata,29,223507,2,Spiritual,Food,Alternative,Off-season,Tier-2,True,Train,False,False,23.5,21.1,23.5,10.3,11.6,10.0
T_E00039,Udaipur,15,230414,6,Beach,Adventure,Mid-range,Peak,Tier-2,True,Train,True,False,28.9,19.4,22.5,10.3,9.4,9.5
T_E00040,Jaipur,9,206393,8,Food,Heritage,Mid-range,Moderate,Tier-1,False,Flight,True,False,28.4,23.0,20.1,10.1,9.2,9.2
T_E00041,Udaipur,8,417419,8,Heritage,Spiritual,Mid-range,Peak,Tier-2,False,Own-vehicle,False,False,29.7,19.1,20.8,10.8,9.8,9.8
T_E00042,Rajasthan (non-GT),29,437111,2,Heritage,Cultural,Mid-range,Moderate,Tier-3,True,Train,False,False,25.1,20.3,24.0,10.3,10.3,10.0
T_E00043,Udaipur,11,67865,9,Cultural,Heritage,Mid-range,Peak,Tier-2,False,Own-vehicle,False,False,29.5,19.7,20.7,10.7,9.7,9.7
T_E00044,Varanasi,30,493154,6,Cultural,Spiritual,Budget,Off-season,Tier-2,False,Train,False,False,20.5,19.4,28.6,11.3,10.2,10.0
T_E00045,Rishikesh,5,31955,10,Spiritual,Food,Budget,Moderate,Tier-3,True,Own-vehicle,False,False,20.4,20.9,27.4,11.2,10.1,10.0
T_E00046,Hyderabad,10,220516,2,Spiritual,Adventure,Budget,Off-season,Tier-2,False,Train,False,False,21.7,18.6,29.4,10.1,10.2,10.0
T_E00047,Bangalore,24,210703,7,Heritage,Cultural,Alternative,Off-season,Tier-1,True,Train,False,False,25.8,19.5,24.4,10.4,10.4,9.5
T_E00048,Hyderabad,18,183687,1,Adventure,Heritage,Mid-range,Moderate,Tier-2,True,Train,False,False,26.2,19.8,24.6,9.8,9.8,9.8
T_E00049,Pune,26,364034,5,Spiritual,Beach,Mid-range,Moderate,Tier-2,True,Bus,False,False,26.4,19.0,22.1,11.8,10.7,10.0
T_E00050,Northeast India,5,139775,10,Heritage,Food,Mid-range,Off-season,Tier-3,False,Bus,False,False,21.3,22.6,24.5,11.3,10.3,10.0
T_E00051,Northeast India,9,112873,9,Spiritual,Cultural,Budget,Moderate,Tier-3,False,Flight,False,False,20.7,18.8,28.6,11.5,10.4,10.0
T_E00052,Pune,8,416758,5,Food,Heritage,Mid-range,Off-season,Tier-2,True,Own-vehicle,False,False,23.0,24.4,21.9,10.9,9.9,9.9
T_E00053,Udaipur,3,49828,7,Food,Adventure,Luxury,Peak,Tier-2,False,Flight,False,True,31.7,22.6,17.8,9.8,9.0,9.1
T_E00054,Himachal Pradesh,8,440175,7,Cultural,Heritage,Mid-range,Peak,Tier-3,True,Bus,False,False,27.8,19.9,21.8,10.8,9.9,9.8
T_E00055,Himachal Pradesh,5,177378,7,Spiritual,Adventure,Mid-range,Peak,Tier-3,True,Train,False,False,28.2,18.6,22.1,11.1,10.1,9.9
T_E00056,Kerala,26,412353,2,Adventure,Beach,Alternative,Peak,Tier-3,False,Train,False,False,26.8,19.2,25.4,9.2,10.1,9.3
T_E00057,Kerala,10,337909,3,Food,Heritage,Alternative,Peak,Tier-3,True,Flight,True,False,26.7,23.0,21.7,9.2,10.1,9.3
T_E00058,Pune,29,97076,6,Adventure,Cultural,Budget,Peak,Tier-2,False,Train,False,True,25.8,19.1,26.9,9.9,9.1,9.2
T_E00059,Kerala,26,498000,7,Cultural,Food,Mid-range,Peak,Tier-3,True,Train,False,False,27.5,21.8,20.6,10.6,9.7,9.8
T_E00060,Hyderabad,21,53102,8,Beach,Heritage,Mid-range,Off-season,Tier-2,True,Train,False,False,23.4,20.2,24.9,11.3,10.2,10.0
T_E00061,Goa,27,112021,8,Adventure,Food,Budget,Peak,Tier-1,True,Bus,True,True,28.5,20.2,24.9,9.3,8.6,8.5
T_E00062,Lucknow,15,193724,3,Beach,Adventure,Luxury,Peak,Tier-2,True,Flight,False,True,33.3,19.2,20.0,9.2,9.2,9.1
T_E00063,Agra,2,276079,8,Beach,Spiritual,Mid-range,Peak,Tier-2,False,Own-vehicle,False,True,29.5,19.0,21.2,10.7,9.8,9.8
T_E00064,Rishikesh,20,241705,10,Food,Cultural,Mid-range,Peak,Tier-3,False,Train,False,False,27.2,23.5,19.9,10.4,9.5,9.5
T_E00065,Hyderabad,7,140364,2,Spiritual,Cultural,Mid-range,Moderate,Tier-2,True,Flight,False,False,28.2,19.0,21.3,10.7,10.8,10.0
T_E00066,Rishikesh,6,345004,3,Heritage,Food,Mid-range,Peak,Tier-3,True,Flight,False,False,28.6,21.5,21.3,9.5,9.5,9.6
T_E00067,Varanasi,19,248729,7,Food,Beach,Mid-range,Off-season,Tier-2,True,Flight,False,False,22.9,24.3,22.1,10.9,9.9,9.9
T_E00068,Jaipur,25,313300,6,Adventure,Beach,Luxury,Moderate,Tier-1,False,Train,False,False,31.7,19.0,21.3,9.9,9.0,9.1
T_E00069,Rishikesh,25,115504,10,Heritage,Cultural,Luxury,Peak,Tier-3,False,Bus,False,False,31.4,19.5,19.5,10.5,9.5,9.6
T_E00070,Hyderabad,6,278375,8,Food,Cultural,Mid-range,Peak,Tier-2,False,Flight,True,True,28.8,23.3,18.9,10.2,9.4,9.4
T_E00071,Rishikesh,8,375223,1,Adventure,Food,Mid-range,Moderate,Tier-3,False,Flight,False,False,24.3,21.9,24.5,9.8,9.8,9.7
T_E00072,Jaipur,16,322883,7,Food,Heritage,Luxury,Peak,Tier-1,False,Train,False,False,34.4,22.0,16.8,9.4,8.7,8.7
T_E00073,Hyderabad,5,470036,7,Beach,Food,Budget,Moderate,Tier-2,False,Train,False,False,21.8,21.5,27.2,10.4,9.5,9.6
T_E00074,Goa,17,400573,8,Beach,Heritage,Mid-range,Off-season,Tier-1,True,Own-vehicle,False,True,27.3,19.5,23.6,10.5,9.5,9.6
T_E00075,Northeast India,15,186456,10,Beach,Adventure,Mid-range,Moderate,Tier-3,False,Train,False,False,23.1,20.1,25.7,11.1,10.1,9.9
T_E00076,Varanasi,18,39710,1,Adventure,Cultural,Mid-range,Peak,Tier-2,True,Flight,False,False,30.1,19.4,22.4,9.4,9.4,9.3
T_E00077,Himachal Pradesh,18,203402,6,Adventure,Spiritual,Mid-range,Moderate,Tier-3,True,Train,False,False,23.4,19.5,25.5,11.3,10.3,10.0
T_E00078,Varanasi,13,301476,10,Heritage,Adventure,Luxury,Peak,Tier-2,False,Train,False,True,32.4,19.3,19.7,10.1,9.3,9.2
T_E00079,Kerala,25,346579,7,Heritage,Food,Luxury,Peak,Tier-3,False,Flight,False,False,30.9,21.3,18.9,10.2,9.3,9.4
T_E00080,Bangalore,15,192215,3,Food,Adventure,Mid-range,Peak,Tier-1,False,Own-vehicle,False,True,32.3,22.1,19.5,8.7,8.7,8.7
T_E00081,Udaipur,13,238614,3,Beach,Spiritual,Mid-range,Moderate,Tier-2,True,Train,True,False,27.1,19.5,22.9,10.3,10.3,9.9
T_E00082,Udaipur,6,256008,8,Beach,Heritage,Budget,Moderate,Tier-2,False,Flight,False,False,21.9,19.7,28.5,10.6,9.7,9.6
T_E00083,Kerala,5,217590,2,Cultural,Heritage,Budget,Off-season,Tier-3,False,Train,False,False,20.2,20.0,29.9,10.0,10.0,9.9
T_E00084,Jaipur,4,224140,7,Adventure,Beach,Budget,Moderate,Tier-1,True,Flight,False,False,25.5,19.0,27.9,9.7,9.0,8.9
T_E00085,Udaipur,19,213798,6,Cultural,Beach,Budget,Off-season,Tier-2,True,Train,False,False,20.2,19.9,29.0,10.9,10.0,10.0
T_E00086,Bangalore,23,407520,3,Spiritual,Beach,Mid-range,Moderate,Tier-1,False,Train,False,False,31.1,18.4,21.0,9.8,9.8,9.9
T_E00087,Agra,17,185556,3,Heritage,Cultural,Mid-range,Peak,Tier-2,True,Train,False,False,30.6,19.6,21.0,9.6,9.6,9.6
T_E00088,Lucknow,6,479184,3,Adventure,Cultural,Mid-range,Moderate,Tier-2,True,Own-vehicle,True,False,26.3,19.9,24.2,9.9,9.9,9.8
T_E00089,Kolkata,7,180984,7,Beach,Adventure,Budget,Off-season,Tier-2,True,Flight,False,False,20.2,19.6,30.3,10.6,9.6,9.7
T_E00090,Rishikesh,8,76485,1,Adventure,Beach,Budget,Moderate,Tier-3,True,Train,False,False,21.4,19.5,30.6,9.5,9.5,9.5
T_E00091,Pune,28,132283,10,Beach,Food,Mid-range,Off-season,Tier-2,False,Flight,True,False,23.1,22.3,23.6,11.0,10.0,10.0
T_E00092,Agra,16,169241,2,Heritage,Beach,Luxury,Peak,Tier-2,False,Train,False,False,33.7,19.3,19.1,9.3,9.3,9.3
T_E00093,Lucknow,11,198500,2,Heritage,Cultural,Luxury,Off-season,Tier-2,False,Train,False,False,29.0,20.0,21.0,10.0,10.0,10.0
T_E00094,Bangalore,7,10003,3,Adventure,Food,Luxury,Off-season,Tier-1,True,Train,False,False,31.2,20.8,21.0,9.0,9.0,9.0
T_E00095,Kerala,30,476866,1,Food,Heritage,Luxury,Off-season,Tier-3,True,Flight,False,False,26.6,24.0,20.2,9.7,9.7,9.8
T_E00096,Himachal Pradesh,16,186841,10,Cultural,Adventure,Budget,Peak,Tier-3,False,Flight,False,False,24.4,19.4,27.2,10.2,9.4,9.4
T_E00097,Lucknow,18,83561,7,Cultural,Adventure,Luxury,Moderate,Tier-2,False,Flight,False,False,29.2,19.9,20.3,10.8,9.9,9.9
T_E00098,Goa,12,77549,5,Spiritual,Food,Luxury,Peak,Tier-1,True,Train,False,False,36.0,19.7,16.2,9.9,9.1,9.1
T_E00099,Northeast India,12,166034,10,Adventure,Heritage,Mid-range,Peak,Tier-3,True,Own-vehicle,False,False,27.2,19.5,24.0,10.4,9.5,9.4
T_E00100,Agra,5,439626,7,Adventure,Cultural,Mid-range,Off-season,Tier-2,False,Flight,True,False,23.1,20.1,25.7,11.1,10.1,9.9
T_E00101,Bangalore,24,40648,5,Beach,Cultural,Mid-range,Peak,Tier-1,False,Flight,False,False,32.2,19.1,20.7,9.9,9.1,9.0
T_E00102,Kerala,10,197551,4,Heritage,Food,Luxury,Moderate,Tier-3,True,Bus,False,False,28.6,21.9,20.2,9.8,9.8,9.7
T_E00103,Goa,22,141861,1,Adventure,Beach,Mid-range,Off-season,Tier-1,True,Flight,False,False,28.2,19.3,24.7,9.3,9.3,9.2
T_E00104,Pune,9,282216,6,Spiritual,Heritage,Luxury,Moderate,Tier-2,True,Train,True,False,30.6,18.8,18.8,11.5,10.4,9.9
T_E00105,Udaipur,4,280902,10,Food,Adventure,Luxury,Moderate,Tier-2,False,Train,False,False,28.4,23.4,19.0,10.3,9.4,9.5
T_E00106,Jaipur,23,265076,9,Cultural,Adventure,Mid-range,Moderate,Tier-1,True,Own-vehicle,True,False,29.0,19.5,22.2,10.4,9.5,9.4
T_E00107,Himachal Pradesh,11,231865,2,Heritage,Cultural,Budget,Moderate,Tier-3,False,Train,False,False,21.5,19.9,29.1,9.9,9.9,9.7
T_E00108,Kerala,11,13140,4,Heritage,Adventure,Mid-range,Off-season,Tier-3,False,Bus,False,True,22.8,20.2,26.5,10.2,10.3,10.0
T_E00109,Himachal Pradesh,10,59104,1,Adventure,Cultural,Mid-range,Moderate,Tier-3,True,Own-vehicle,False,False,24.5,20.0,25.5,10.0,10.0,10.0
T_E00110,Goa,8,129702,4,Food,Adventure,Luxury,Peak,Tier-1,True,Flight,True,False,35.0,21.8,17.5,8.6,8.6,8.5
T_E00111,Lucknow,7,270698,9,Spiritual,Adventure,Mid-range,Off-season,Tier-2,True,Train,False,False,24.2,19.0,24.2,11.9,10.7,10.0
T_E00112,Jaipur,2,170553,8,Cultural,Food,Mid-range,Peak,Tier-1,True,Flight,False,False,32.1,20.9,19.0,9.9,9.0,9.1
T_E00113,Rajasthan (non-GT),26,321959,8,Heritage,Cultural,Mid-range,Peak,Tier-3,False,Flight,False,False,27.7,19.8,22.2,10.8,9.8,9.7
T_E00114,Lucknow,20,50991,5,Adventure,Beach,Mid-range,Off-season,Tier-2,True,Flight,False,False,23.0,20.0,26.2,11.0,10.0,9.8
T_E00115,Bangalore,15,48800,4,Adventure,Spiritual,Luxury,Peak,Tier-1,True,Flight,False,True,36.1,18.3,19.2,8.8,8.8,8.8
T_E00116,Jaipur,15,287448,4,Food,Adventure,Mid-range,Moderate,Tier-1,False,Train,False,False,29.4,22.7,20.7,9.1,9.1,9.0
T_E00117,Bangalore,27,309410,10,Food,Heritage,Mid-range,Moderate,Tier-1,True,Flight,False,False,28.4,23.0,20.1,10.1,9.2,9.2
T_E00118,Rajasthan (non-GT),10,253806,6,Cultural,Beach,Mid-range,Peak,Tier-3,True,Own-vehicle,False,False,27.7,19.8,22.0,10.8,9.8,9.9
T_E00119,Lucknow,23,95075,1,Adventure,Food,Luxury,Moderate,Tier-2,True,Flight,False,False,29.7,21.4,20.7,9.4,9.4,9.4
T_E00120,Northeast India,24,465354,6,Food,Spiritual,Budget,Moderate,Tier-3,True,Flight,False,False,20.2,23.3,26.4,10.7,9.7,9.7
T_E00121,Hyderabad,12,119135,4,Spiritual,Cultural,Budget,Moderate,Tier-2,False,Train,True,False,23.9,18.7,27.0,10.2,10.2,10.0
T_E00122,Hyderabad,18,43199,9,Beach,Food,Mid-range,Moderate,Tier-2,False,Bus,False,True,24.9,22.1,22.3,10.9,9.9,9.9
T_E00123,Jaipur,20,135183,1,Adventure,Cultural,Alternative,Off-season,Tier-1,True,Flight,False,False,26.7,19.2,25.5,9.2,10.1,9.3
T_E00124,Bangalore,15,292106,8,Food,Beach,Mid-range,Peak,Tier-1,True,Flight,True,False,31.5,22.3,19.0,9.6,8.8,8.8
T_E00125,Mumbai,7,202399,4,Food,Adventure,Alternative,Moderate,Tier-1,False,Flight,False,False,27.9,22.5,22.1,8.9,9.7,8.9
T_E00126,Jaipur,12,116248,9,Adventure,Cultural,Mid-range,Moderate,Tier-1,False,Train,False,False,28.6,19.3,23.2,10.2,9.3,9.4
T_E00127,Kerala,27,216698,6,Cultural,Spiritual,Budget,Peak,Tier-3,True,Flight,False,False,24.7,19.0,26.3,10.6,9.7,9.7
T_E00128,Lucknow,21,61663,3,Cultural,Spiritual,Mid-range,Peak,Tier-2,True,Flight,False,False,31.3,19.2,19.9,9.9,9.9,9.8
T_E00129,Mumbai,6,98444,9,Food,Beach,Luxury,Moderate,Tier-1,False,Flight,False,False,31.6,22.6,18.0,9.8,9.0,9.0
T_E00130,Lucknow,25,191594,6,Adventure,Heritage,Mid-range,Off-season,Tier-2,True,Flight,False,False,23.0,20.0,26.0,11.0,10.0,10.0
T_E00131,Varanasi,30,87468,5,Beach,Food,Budget,Off-season,Tier-2,True,Flight,False,False,20.2,21.7,28.4,10.5,9.6,9.6
T_E00132,Hyderabad,21,254938,3,Food,Cultural,Mid-range,Peak,Tier-2,True,Train,True,False,29.9,23.2,18.9,9.3,9.3,9.4
T_E00133,Jaipur,26,286735,8,Cultural,Heritage,Mid-range,Moderate,Tier-1,True,Flight,False,False,29.2,19.6,21.4,10.5,9.6,9.7
T_E00134,Varanasi,20,113128,5,Beach,Food,Luxury,Moderate,Tier-2,True,Flight,False,False,28.8,21.7,19.6,10.6,9.6,9.7
T_E00135,Delhi,17,145791,7,Beach,Cultural,Budget,Peak,Tier-1,False,Train,False,False,29.1,18.8,24.9,9.6,8.8,8.8
T_E00136,Rajasthan (non-GT),22,175719,2,Beach,Spiritual,Mid-range,Peak,Tier-3,True,Flight,False,False,29.2,19.1,22.2,9.8,9.8,9.9
T_E00137,Himachal Pradesh,10,102304,7,Spiritual,Beach,Mid-range,Moderate,Tier-3,True,Own-vehicle,False,True,24.4,19.1,23.5,12.1,10.9,10.0
T_E00138,Varanasi,21,143256,6,Spiritual,Heritage,Mid-range,Moderate,Tier-2,False,Own-vehicle,True,False,26.5,19.0,21.9,11.9,10.7,10.0
T_E00139,Jaipur,12,201862,10,Cultural,Beach,Mid-range,Moderate,Tier-1,True,Train,False,False,29.2,19.6,21.6,10.5,9.6,9.5
T_E00140,Jaipur,26,490934,1,Adventure,Spiritual,Budget,Off-season,Tier-1,False,Flight,False,False,25.4,18.6,28.4,9.2,9.2,9.2
T_E00141,Lucknow,11,440331,4,Heritage,Adventure,Budget,Moderate,Tier-2,False,Flight,False,False,23.2,19.5,28.6,9.5,9.5,9.7
T_E00142,Kolkata,16,36859,10,Heritage,Adventure,Mid-range,Peak,Tier-2,False,Own-vehicle,True,False,29.0,19.5,22.2,10.4,9.5,9.4
T_E00143,Delhi,13,43137,6,Heritage,Cultural,Mid-range,Peak,Tier-1,True,Train,False,False,32.4,19.1,20.4,9.9,9.1,9.1
T_E00144,Agra,7,177188,3,Beach,Spiritual,Mid-range,Moderate,Tier-2,True,Flight,False,False,27.1,19.5,22.9,10.3,10.3,9.9
T_E00145,Northeast India,9,390276,7,Food,Cultural,Mid-range,Moderate,Tier-3,False,Flight,False,False,23.0,24.5,21.5,11.0,10.0,10.0
T_E00146,Jaipur,18,272335,8,Beach,Food,Budget,Off-season,Tier-1,True,Own-vehicle,False,False,24.1,20.9,26.9,9.9,9.1,9.1
T_E00147,Agra,20,68876,1,Adventure,Beach,Luxury,Off-season,Tier-2,False,Bus,False,False,28.3,19.6,23.1,9.6,9.6,9.8
T_E00148,Lucknow,5,417168,8,Food,Spiritual,Mid-range,Peak,Tier-2,False,Train,False,True,29.0,22.9,18.6,10.4,9.5,9.6
T_E00149,Kerala,13,22570,5,Food,Adventure,Luxury,Off-season,Tier-3,False,Bus,False,False,25.1,23.9,21.1,10.6,9.7,9.6
T_E00150,Delhi,14,326138,5,Adventure,Beach,Alternative,Peak,Tier-1,True,Bus,True,False,30.1,18.7,23.4,9.5,9.5,8.8
T_E00151,Udaipur,23,367256,6,Beach,Cultural,Mid-range,Moderate,Tier-2,True,Flight,True,False,25.3,20.1,23.2,11.2,10.2,10.0
T_E00152,Pune,21,434554,1,Cultural,Adventure,Alternative,Off-season,Tier-2,True,Flight,False,False,23.0,20.0,26.0,10.0,11.0,10.0
T_E00153,Lucknow,13,398015,10,Beach,Adventure,Luxury,Moderate,Tier-2,True,Train,False,False,28.9,19.7,21.5,10.6,9.7,9.6
T_E00154,Lucknow,2,450798,8,Spiritual,Adventure,Mid-range,Peak,Tier-2,True,Flight,False,False,29.9,18.5,20.9,10.9,9.9,9.9
T_E00155,Jaipur,3,135914,8,Beach,Food,Mid-range,Peak,Tier-1,False,Train,False,False,31.7,20.7,20.1,9.7,8.9,8.9
T_E00156,Rishikesh,6,388173,2,Food,Adventure,Luxury,Moderate,Tier-3,False,Flight,False,False,28.1,23.5,19.9,9.5,9.5,9.5
T_E00157,Mumbai,24,73961,7,Food,Beach,Luxury,Peak,Tier-1,False,Own-vehicle,False,False,34.3,22.0,17.0,9.4,8.7,8.6
T_E00158,Himachal Pradesh,9,116269,2,Spiritual,Food,Mid-range,Moderate,Tier-3,False,Flight,False,False,25.6,21.4,21.7,10.6,10.7,10.0
T_E00159,Goa,9,48013,9,Cultural,Heritage,Mid-range,Off-season,Tier-1,True,Flight,False,False,27.6,19.7,22.6,10.7,9.7,9.7
T_E00160,Udaipur,12,64755,7,Adventure,Heritage,Luxury,Off-season,Tier-2,True,Train,False,False,27.1,19.7,23.0,10.7,9.7,9.8
T_E00161,Mumbai,30,97889,9,Beach,Cultural,Budget,Peak,Tier-1,True,Train,False,False,29.1,18.8,24.9,9.6,8.8,8.8
T_E00162,Northeast India,15,41354,1,Beach,Spiritual,Luxury,Off-season,Tier-3,False,Flight,True,False,27.6,19.5,22.4,10.3,10.3,9.9
T_E00163,Bangalore,27,343938,10,Spiritual,Adventure,Mid-range,Peak,Tier-1,True,Train,False,True,33.0,18.0,20.2,10.2,9.3,9.3
T_E00164,Rishikesh,16,27967,6,Heritage,Food,Budget,Off-season,Tier-3,True,Flight,False,True,20.2,21.6,28.6,10.5,9.5,9.6
T_E00165,Himachal Pradesh,19,380537,8,Food,Spiritual,Mid-range,Peak,Tier-3,False,Bus,False,False,27.4,23.1,19.6,10.6,9.6,9.7
T_E00166,Kolkata,3,388213,4,Food,Beach,Mid-range,Peak,Tier-2,False,Train,True,False,29.8,23.1,19.5,9.2,9.2,9.2
T_E00167,Varanasi,3,121453,2,Cultural,Heritage,Budget,Moderate,Tier-2,False,Flight,False,False,23.4,19.8,27.5,9.8,9.8,9.7
T_E00168,Mumbai,22,73831,3,Heritage,Food,Mid-range,Off-season,Tier-1,True,Flight,False,False,28.4,21.4,22.0,9.4,9.4,9.4
T_E00169,Lucknow,2,366267,10,Adventure,Heritage,Alternative,Moderate,Tier-2,False,Flight,False,False,23.3,19.7,26.2,10.6,10.6,9.6
T_E00170,Kerala,14,66608,10,Cultural,Adventure,Mid-range,Peak,Tier-3,True,Train,True,False,27.6,19.7,22.6,10.7,9.7,9.7
T_E00171,Varanasi,19,367817,2,Cultural,Spiritual,Mid-range,Off-season,Tier-2,True,Flight,False,False,25.8,19.8,23.0,10.7,10.7,10.0
T_E00172,Delhi,4,164386,9,Spiritual,Food,Mid-range,Peak,Tier-1,False,Bus,False,False,32.9,19.9,18.4,10.2,9.3,9.3
T_E00173,Lucknow,16,448011,7,Beach,Cultural,Luxury,Off-season,Tier-2,True,Train,False,False,27.5,20.0,21.5,11.0,10.0,10.0
T_E00174,Varanasi,7,208090,7,Cultural,Spiritual,Mid-range,Moderate,Tier-2,False,Train,False,True,26.2,19.8,21.7,11.7,10.6,10.0
