user_trip_id,destination,total_trip_budget_inr,accommodation_budget_inr,trip_duration_days,group_size,primary_interest,travel_season,destination_cost_tier,is_group_trip,accommodation_type
U_E00087,Delhi,358598,134474,20,9,Spiritual,Peak,Tier-1,True,1
U_E00088,Hyderabad,281242,112497,29,2,Food,Peak,Tier-2,False,0
U_E00089,Goa,273943,116426,23,6,Food,Off-season,Tier-1,True,1
U_E00090,Mumbai,20108,4022,5,10,Cultural,Peak,Tier-1,True,0
U_E00091,Pune,32341,7277,23,9,Beach,Moderate,Tier-2,True,0
U_E00092,Pune,372801,93200,25,9,Spiritual,Moderate,Tier-2,True,0
U_E00093,Hyderabad,132970,36567,10,4,Cultural,Moderate,Tier-2,True,0
U_E00094,Goa,386789,116037,4,6,Beach,Peak,Tier-1,True,2
U_E00095,Varanasi,342162,111203,21,4,Heritage,Peak,Tier-2,True,1
U_E00096,Agra,192387,67335,20,1,Heritage,Off-season,Tier-2,False,0
U_E00097,Kolkata,152889,57333,12,7,Heritage,Moderate,Tier-2,True,0
U_E00098,Goa,137434,54974,4,7,Adventure,Off-season,Tier-1,True,2
U_E00099,Lucknow,34782,14782,1,9,Heritage,Peak,Tier-2,True,2
U_E00100,Jaipur,37347,7469,30,4,Cultural,Peak,Tier-1,True,0
U_E00101,Hyderabad,127737,28741,7,4,Adventure,Peak,Tier-2,True,0
U_E00102,Northeast India,262628,65657,18,10,Heritage,Off-season,Tier-3,True,0
U_E00103,Kerala,432566,118956,25,6,Cultural,Peak,Tier-3,True,0
U_E00104,Kolkata,310796,93239,21,7,Food,Peak,Tier-2,True,0
U_E00105,Rajasthan (non-GT),136626,44403,29,5,Cultural,Moderate,Tier-3,True,0
U_E00106,Agra,337976,118292,30,8,Adventure,Peak,Tier-2,True,0
U_E00107,Mumbai,138798,52049,3,7,Food,Peak,Tier-1,True,2
U_E00108,Goa,81244,32498,2,2,Adventure,Off-season,Tier-1,False,2
U_E00109,Pune,267859,113840,9,4,Food,Peak,Tier-2,True,2
U_E00110,Rajasthan (non-GT),356804,71361,9,7,Heritage,Moderate,Tier-3,True,1
U_E00111,Rishikesh,482360,108531,20,5,Cultural,Moderate,Tier-3,True,1
U_E00112,Rishikesh,237735,59434,30,1,Cultural,Peak,Tier-3,False,0
U_E00113,Lucknow,480413,132114,8,4,Adventure,Off-season,Tier-2,True,2
U_E00114,Bangalore,486900,146070,7,9,Food,Moderate,Tier-1,True,2
U_E00115,Mumbai,110218,35821,19,1,Beach,Moderate,Tier-1,False,0
U_E00116,Kerala,267263,93542,8,1,Beach,Off-season,Tier-3,False,1
U_E00117,Northeast India,399999,150000,6,5,Adventure,Moderate,Tier-3,True,3
U_E00118,Rishikesh,325877,130351,11,1,Adventure,Peak,Tier-3,False,3
U_E00119,Northeast India,286358,121702,13,5,Food,Moderate,Tier-3,True,1
U_E00120,Lucknow,197071,39414,9,8,Cultural,Moderate,Tier-2,True,0
U_E00121,Himachal Pradesh,452132,101730,6,7,Beach,Moderate,Tier-3,True,2
U_E00122,Mumbai,440646,110162,24,1,Adventure,Off-season,Tier-1,False,0
U_E00123,Pune,308997,84974,4,9,Beach,Peak,Tier-2,True,2
U_E00124,Mumbai,225831,67749,7,6,Heritage,Peak,Tier-1,True,1
U_E00125,Kerala,59262,19260,4,10,Beach,Moderate,Tier-3,True,0
U_E00126,Hyderabad,17820,6237,19,7,Adventure,Peak,Tier-2,True,0
U_E00127,Kerala,384541,144203,21,6,Heritage,Off-season,Tier-3,True,1
U_E00128,Northeast India,213914,85566,12,9,Food,Peak,Tier-3,True,1
U_E00129,Northeast India,494065,209978,27,5,Food,Moderate,Tier-3,True,1
U_E00130,Himachal Pradesh,40400,8080,24,5,Food,Off-season,Tier-3,True,0
U_E00131,Himachal Pradesh,415827,93561,16,9,Adventure,Off-season,Tier-3,True,3
U_E00132,Rajasthan (non-GT),15882,3970,21,1,Spiritual,Moderate,Tier-3,False,0
U_E00133,Northeast India,263743,72529,19,9,Adventure,Off-season,Tier-3,True,3
U_E00134,Rishikesh,265016,79505,2,5,Beach,Moderate,Tier-3,True,2
U_E00135,Lucknow,221602,72021,10,4,Food,Off-season,Tier-2,True,1
U_E00136,Delhi,181377,63482,25,8,Beach,Off-season,Tier-1,True,0
U_E00137,Himachal Pradesh,275598,103349,2,1,Cultural,Moderate,Tier-3,False,2
U_E00138,Agra,459725,183890,10,4,Food,Off-season,Tier-2,True,2
U_E00139,Pune,494683,210240,23,2,Food,Off-season,Tier-2,False,1
U_E00140,Bangalore,297534,59507,2,7,Cultural,Moderate,Tier-1,True,2
U_E00141,Udaipur,285066,64140,30,6,Beach,Moderate,Tier-2,True,0
U_E00142,Rishikesh,112718,28180,5,1,Spiritual,Peak,Tier-3,False,3
U_E00143,Rajasthan (non-GT),337023,92681,14,2,Cultural,Moderate,Tier-3,False,1
U_E00144,Agra,242184,72655,27,7,Spiritual,Moderate,Tier-2,True,0
U_E00145,Lucknow,330546,107427,5,10,Food,Peak,Tier-2,True,2
U_E00146,Himachal Pradesh,50544,17690,29,6,Beach,Moderate,Tier-3,True,0
U_E00147,Northeast India,105097,39411,9,1,Beach,Off-season,Tier-3,False,0
U_E00148,Goa,393191,157276,22,4,Food,Moderate,Tier-1,True,1
U_E00149,Kerala,396684,168591,15,6,Food,Peak,Tier-3,True,1
U_E00150,Bangalore,152004,30401,18,8,Beach,Off-season,Tier-1,True,0
U_E00151,Rajasthan (non-GT),498979,112270,6,5,Food,Moderate,Tier-3,True,2
U_E00152,Lucknow,489682,122420,14,4,Beach,Peak,Tier-2,True,1
U_E00153,Varanasi,253124,69609,28,6,Spiritual,Moderate,Tier-2,True,3
U_E00154,Himachal Pradesh,366117,109835,10,3,Beach,Peak,Tier-3,True,1
U_E00155,Bangalore,452630,147105,11,2,Cultural,Moderate,Tier-1,False,2
U_E00156,Varanasi,168831,59091,24,9,Spiritual,Moderate,Tier-2,True,3
U_E00157,Delhi,338950,127106,29,10,Spiritual,Off-season,Tier-1,True,0
U_E00158,Varanasi,81207,32483,18,3,Beach,Off-season,Tier-2,True,0
U_E00159,Rishikesh,209426,89006,26,4,Adventure,Peak,Tier-3,True,3
U_E00160,Lucknow,489837,97967,11,4,Beach,Moderate,Tier-2,True,1
U_E00161,Udaipur,353487,79535,4,10,Beach,Off-season,Tier-2,True,2
U_E00162,Jaipur,109817,27454,21,6,Adventure,Moderate,Tier-1,True,0
U_E00163,Mumbai,180494,49636,27,6,Adventure,Moderate,Tier-1,True,0
U_E00164,Pune,334059,100218,29,6,Beach,Moderate,Tier-2,True,0
U_E00165,Goa,492796,160159,9,6,Food,Moderate,Tier-1,True,2
U_E00166,Northeast India,222100,77735,6,8,Beach,Peak,Tier-3,True,2
U_E00167,Delhi,488746,183280,2,9,Heritage,Peak,Tier-1,True,2
U_E00168,Rajasthan (non-GT),194571,77828,16,4,Heritage,Peak,Tier-3,True,0
U_E00169,Delhi,261039,110942,11,6,Spiritual,Off-season,Tier-1,True,1
U_E00170,Delhi,387424,77485,13,8,Cultural,Moderate,Tier-1,True,1
U_E00171,Mumbai,88438,19899,12,5,Cultural,Moderate,Tier-1,True,0
U_E00172,Varanasi,13797,3449,4,1,Beach,Off-season,Tier-2,False,0
U_E00173,Rishikesh,331821,91251,16,8,Beach,Peak,Tier-3,True,1
U_E00174,Agra,165542,49663,17,3,Spiritual,Peak,Tier-2,True,0
U_E00175,Agra,256487,83358,17,10,Food,Moderate,Tier-2,True,0
U_E00176,Kolkata,77142,27000,14,3,Cultural,Off-season,Tier-2,True,0
U_E00177,Bangalore,165216,61956,19,8,Adventure,Peak,Tier-1,True,0
U_E00178,Rishikesh,229199,91680,26,7,Heritage,Peak,Tier-3,True,0
U_E00179,Agra,125154,53190,7,6,Cultural,Peak,Tier-2,True,1
U_E00180,Mumbai,265819,53164,21,1,Adventure,Off-season,Tier-1,False,0
U_E00181,Lucknow,166247,37406,17,6,Heritage,Peak,Tier-2,True,0
U_E00182,Goa,227737,56934,26,5,Beach,Peak,Tier-1,True,0
U_E00183,Agra,364856,100335,30,6,Adventure,Peak,Tier-2,True,0
U_E00184,Udaipur,136551,40965,13,10,Heritage,Moderate,Tier-2,True,0
U_E00185,Jaipur,240629,78204,19,3,Heritage,Off-season,Tier-1,True,0
U_E00186,Bangalore,346659,121331,16,7,Adventure,Moderate,Tier-1,True,1
U_E00187,Jaipur,354696,133011,23,9,Spiritual,Off-season,Tier-1,True,1
U_E00188,Northeast India,74038,29615,13,8,Adventure,Moderate,Tier-3,True,3
U_E00189,Delhi,460822,195849,7,6,Heritage,Peak,Tier-1,True,2
U_E00190,Goa,354384,70877,17,2,Spiritual,Off-season,Tier-1,False,0
U_E00191,Kerala,429881,96723,30,2,Beach,Moderate,Tier-3,False,0
U_E00192,Agra,79921,19980,12,10,Food,Moderate,Tier-2,True,0
U_E00193,Agra,90935,25007,30,7,Cultural,Off-season,Tier-2,True,0
U_E00194,Lucknow,142866,42860,16,8,Heritage,Peak,Tier-2,True,0
U_E00195,Goa,122912,39946,27,3,Spiritual,Moderate,Tier-1,True,0
U_E00196,Mumbai,185711,64999,21,6,Beach,Peak,Tier-1,True,0
U_E00197,Jaipur,378772,142040,29,9,Heritage,Peak,Tier-1,True,0
U_E00198,Agra,114826,45930,26,5,Beach,Peak,Tier-2,True,0
U_E00199,Lucknow,12960,5508,1,9,Spiritual,Peak,Tier-2,True,1
U_E00200,Delhi,382518,76504,9,5,Cultural,Moderate,Tier-1,True,1
U_E00201,Hyderabad,355792,80053,8,7,Cultural,Peak,Tier-2,True,1
U_E00202,Jaipur,432857,108214,30,5,Food,Off-season,Tier-1,True,0
U_E00203,Lucknow,8817,2425,29,1,Beach,Peak,Tier-2,False,0
U_E00204,Rajasthan (non-GT),254941,76482,18,10,Heritage,Off-season,Tier-3,True,0
U_E00205,Varanasi,412527,134071,24,4,Beach,Moderate,Tier-2,True,1
U_E00206,Himachal Pradesh,247262,86542,18,2,Adventure,Moderate,Tier-3,False,3
U_E00207,Goa,475378,178267,16,9,Cultural,Off-season,Tier-1,True,1
U_E00208,Kerala,495965,198386,18,10,Cultural,Peak,Tier-3,True,1
U_E00209,Hyderabad,379179,161151,10,2,Cultural,Moderate,Tier-2,False,2
U_E00210,Rajasthan (non-GT),10194,2039,3,1,Beach,Peak,Tier-3,False,0
U_E00211,Lucknow,105547,23748,22,1,Adventure,Peak,Tier-2,False,0
U_E00212,Northeast India,36459,9115,5,2,Food,Peak,Tier-3,False,0
U_E00213,Hyderabad,419623,115396,8,7,Food,Peak,Tier-2,True,2
U_E00214,Varanasi,303497,91049,3,1,Adventure,Moderate,Tier-2,False,3
U_E00215,Goa,263542,85651,7,3,Heritage,Peak,Tier-1,True,2
U_E00216,Pune,448463,156962,27,2,Heritage,Off-season,Tier-2,False,1
U_E00217,Jaipur,56078,21029,18,2,Heritage,Moderate,Tier-1,False,0
U_E00218,Goa,306967,122787,15,6,Beach,Moderate,Tier-1,True,1
U_E00219,Lucknow,230981,98167,14,8,Heritage,Peak,Tier-2,True,1
U_E00220,Agra,268334,53667,20,7,Food,Moderate,Tier-2,True,0
U_E00221,Delhi,111739,25141,21,2,Spiritual,Peak,Tier-1,False,0
U_E00222,Lucknow,483284,120821,1,9,Beach,Peak,Tier-2,True,2
U_E00223,Rajasthan (non-GT),488711,134396,7,10,Food,Off-season,Tier-3,True,2
U_E00224,Rajasthan (non-GT),352768,105830,12,10,Spiritual,Moderate,Tier-3,True,1
U_E00225,Bangalore,156713,50932,24,10,Spiritual,Moderate,Tier-1,True,0
U_E00226,Rishikesh,57515,20130,28,7,Spiritual,Peak,Tier-3,True,3
U_E00227,Mumbai,226542,84953,1,7,Food,Moderate,Tier-1,True,2
U_E00228,Mumbai,116426,46570,2,6,Beach,Moderate,Tier-1,True,2
U_E00229,Varanasi,190206,80838,5,8,Beach,Peak,Tier-2,True,2
U_E00230,Pune,32136,6427,30,3,Food,Moderate,Tier-2,True,0
U_E00231,Goa,45795,10304,26,7,Spiritual,Peak,Tier-1,True,0
U_E00232,Bangalore,327517,81879,5,5,Cultural,Peak,Tier-1,True,2
U_E00233,Goa,414691,114040,19,10,Beach,Moderate,Tier-1,True,1
U_E00234,Hyderabad,159465,47840,27,4,Adventure,Moderate,Tier-2,True,0
U_E00235,Pune,263112,85511,19,2,Food,Off-season,Tier-2,False,0
U_E00236,Goa,188396,65939,3,4,Spiritual,Peak,Tier-1,True,2
U_E00237,Goa,443516,166318,29,9,Spiritual,Off-season,Tier-1,True,1
U_E00238,Goa,16154,6462,7,5,Adventure,Peak,Tier-1,True,0
U_E00239,Himachal Pradesh,441662,187706,27,6,Adventure,Off-season,Tier-3,True,3
U_E00240,Rishikesh,109436,21887,4,4,Food,Off-season,Tier-3,True,1
U_E00241,Bangalore,122760,27621,1,8,Beach,Off-season,Tier-1,True,2
U_E00242,Jaipur,110518,27630,28,7,Food,Peak,Tier-1,True,0
U_E00243,Goa,244416,67214,26,8,Cultural,Peak,Tier-1,True,0
U_E00244,Pune,136302,40891,10,2,Adventure,Off-season,Tier-2,False,0
U_E00245,Kolkata,189916,61723,13,1,Food,Moderate,Tier-2,False,0
U_E00246,Mumbai,195030,68260,25,7,Food,Moderate,Tier-1,True,0
U_E00247,Rishikesh,327990,122996,4,3,Cultural,Peak,Tier-3,True,2
U_E00248,Bangalore,383933,153573,24,7,Cultural,Moderate,Tier-1,True,1
U_E00249,Jaipur,95369,40532,16,3,Spiritual,Off-season,Tier-1,True,0
U_E00250,Goa,105712,21142,22,1,Heritage,Moderate,Tier-1,False,0
U_E00251,Kolkata,465939,104836,6,5,Heritage,Off-season,Tier-2,True,2
U_E00252,Kolkata,236899,59225,5,6,Food,Off-season,Tier-2,True,1
U_E00253,Northeast India,9669,2659,12,7,Food,Off-season,Tier-3,True,0
U_E00254,Rajasthan (non-GT),186510,55953,23,9,Food,Peak,Tier-3,True,0
U_E00255,Pune,170808,55513,30,5,Spiritual,Peak,Tier-2,True,0
U_E00256,Pune,217053,75969,15,5,Food,Moderate,Tier-2,True,1
U_E00257,Himachal Pradesh,366488,137433,4,8,Heritage,Moderate,Tier-3,True,2
U_E00258,Rishikesh,264668,105867,26,2,Food,Off-season,Tier-3,False,0
U_E00259,Agra,32988,14020,23,10,Cultural,Peak,Tier-2,True,0
U_E00260,Goa,254011,50802,24,7,Cultural,Moderate,Tier-1,True,0
U_E00261,Udaipur,336146,75633,6,2,Spiritual,Peak,Tier-2,False,2
U_E00262,Bangalore,486832,121708,7,4,Spiritual,Peak,Tier-1,True,2
U_E00263,Delhi,182049,50063,25,10,Adventure,Peak,Tier-1,True,0
U_E00264,Rishikesh,317482,95245,19,9,Food,Moderate,Tier-3,True,1
U_E00265,Hyderabad,329031,106935,4,7,Spiritual,Peak,Tier-2,True,2
U_E00266,Delhi,157499,55125,27,1,Food,Peak,Tier-1,False,0
U_E00267,Kerala,448282,168106,10,7,Adventure,Peak,Tier-3,True,3
U_E00268,Rishikesh,104897,41959,3,2,Cultural,Moderate,Tier-3,False,2
U_E00269,Lucknow,182521,77571,23,5,Heritage,Peak,Tier-2,True,0
U_E00270,Rishikesh,163591,32718,3,4,Adventure,Peak,Tier-3,True,3
U_E00271,Northeast India,283774,63849,6,2,Beach,Moderate,Tier-3,False,1
U_E00272,Rishikesh,151860,37965,6,1,Adventure,Peak,Tier-3,False,3
U_E00273,Goa,45905,12624,17,8,Spiritual,Moderate,Tier-1,True,0
U_E00274,Lucknow,422429,126729,17,3,Cultural,Off-season,Tier-2,True,1
U_E00275,Mumbai,472042,153414,11,3,Beach,Moderate,Tier-1,True,2
U_E00276,Goa,326982,114444,3,9,Adventure,Moderate,Tier-1,True,2
U_E00277,Pune,188694,70760,21,3,Heritage,Peak,Tier-2,True,0
U_E00278,Rishikesh,127741,51096,18,5,Spiritual,Moderate,Tier-3,True,3
U_E00279,Delhi,135169,57447,15,9,Heritage,Peak,Tier-1,True,0
U_E00280,Northeast India,48784,9757,8,5,Spiritual,Peak,Tier-3,True,3
U_E00281,Jaipur,291574,65604,22,9,Beach,Moderate,Tier-1,True,0
U_E00282,Agra,466913,116728,7,2,Beach,Peak,Tier-2,False,2
U_E00283,Bangalore,248970,68467,30,2,Heritage,Off-season,Tier-1,False,0
U_E00284,Bangalore,186353,55906,7,4,Heritage,Off-season,Tier-1,True,1
U_E00285,Delhi,481574,156512,28,10,Beach,Off-season,Tier-1,True,1
U_E00286,Delhi,135565,47448,15,9,Heritage,Peak,Tier-1,True,0
U_E00287,Varanasi,131305,49239,20,1,Adventure,Moderate,Tier-2,False,3
U_E00288,Varanasi,177399,70960,9,2,Heritage,Moderate,Tier-2,False,1
U_E00289,Pune,495972,210788,19,1,Heritage,Peak,Tier-2,False,1
U_E00290,Lucknow,21694,4339,5,5,Spiritual,Peak,Tier-2,True,0
U_E00291,Lucknow,57332,12900,10,3,Heritage,Peak,Tier-2,True,0
U_E00292,Udaipur,9376,2344,11,6,Food,Moderate,Tier-2,True,0
U_E00293,Rajasthan (non-GT),297322,81764,10,2,Heritage,Peak,Tier-3,False,1
U_E00294,Rishikesh,339712,101914,21,1,Food,Moderate,Tier-3,False,0
U_E00295,Mumbai,378648,123061,30,1,Food,Moderate,Tier-1,False,0
U_E00296,Kolkata,73259,25641,16,7,Cultural,Moderate,Tier-2,True,0
U_E00297,Mumbai,88387,33145,22,2,Adventure,Moderate,Tier-1,False,0
U_E00298,Lucknow,178976,71590,24,10,Heritage,Off-season,Tier-2,True,0
U_E00299,Lucknow,335986,142794,13,4,Food,Peak,Tier-2,True,1
U_E00300,Mumbai,453191,90638,8,6,Cultural,Moderate,Tier-1,True,1
U_E00301,Hyderabad,170242,38304,26,5,Cultural,Moderate,Tier-2,True,0
U_E00302,Jaipur,241130,60282,14,3,Spiritual,Peak,Tier-1,True,0
U_E00303,Mumbai,462103,127078,6,10,Cultural,Peak,Tier-1,True,2
U_E00304,Jaipur,485603,145681,22,6,Adventure,Peak,Tier-1,True,1
U_E00305,Himachal Pradesh,400143,130046,8,2,Heritage,Peak,Tier-3,False,2
U_E00306,Rishikesh,370938,129828,1,10,Food,Off-season,Tier-3,True,2
U_E00307,Goa,415997,155999,17,9,Heritage,Peak,Tier-1,True,1
U_E00308,Rishikesh,180627,72251,28,10,Adventure,Peak,Tier-3,True,3
U_E00309,Northeast India,496907,211185,25,10,Spiritual,Peak,Tier-3,True,3
U_E00310,Goa,165121,33024,25,1,Beach,Peak,Tier-1,False,0
U_E00311,Northeast India,238850,53741,19,6,Adventure,Moderate,Tier-3,True,3
U_E00312,Pune,288866,72216,10,7,Food,Peak,Tier-2,True,1
U_E00313,Kolkata,479865,131963,6,8,Food,Moderate,Tier-2,True,2
U_E00314,Pune,487613,146284,6,4,Spiritual,Moderate,Tier-2,True,2
U_E00315,Pune,448443,145744,26,4,Adventure,Off-season,Tier-2,True,1
U_E00316,Udaipur,79906,27967,15,6,Food,Peak,Tier-2,True,0
U_E00317,Himachal Pradesh,234041,87765,1,3,Cultural,Off-season,Tier-3,True,2
U_E00318,Agra,369491,147796,25,5,Beach,Peak,Tier-2,True,1
U_E00319,Lucknow,37028,15737,14,5,Heritage,Off-season,Tier-2,True,0
U_E00320,Northeast India,442440,88488,9,6,Adventure,Off-season,Tier-3,True,3
U_E00321,Goa,250095,56271,21,2,Cultural,Peak,Tier-1,False,0
U_E00322,Goa,62551,15638,4,4,Spiritual,Moderate,Tier-1,True,0
U_E00323,Udaipur,148196,40754,15,3,Beach,Moderate,Tier-2,True,0
U_E00324,Kerala,404439,121332,30,1,Cultural,Moderate,Tier-3,False,0
U_E00325,Bangalore,427033,138786,27,7,Food,Moderate,Tier-1,True,1
U_E00326,Kolkata,35735,12507,6,6,Food,Peak,Tier-2,True,0
U_E00327,Northeast India,473184,177444,14,5,Spiritual,Moderate,Tier-3,True,3
U_E00328,Bangalore,63969,25588,2,3,Spiritual,Off-season,Tier-1,True,2
U_E00329,Udaipur,401684,170716,10,1,Spiritual,Moderate,Tier-2,False,2
U_E00330,Goa,226046,45209,6,3,Beach,Moderate,Tier-1,True,1
U_E00331,Varanasi,354480,79758,9,8,Beach,Peak,Tier-2,True,1
U_E00332,Goa,498205,124551,13,9,Adventure,Peak,Tier-1,True,1
U_E00333,Kerala,36827,10127,19,10,Food,Off-season,Tier-3,True,0
U_E00334,Rishikesh,279484,83845,30,3,Spiritual,Moderate,Tier-3,True,3
U_E00335,Goa,134990,43872,6,10,Beach,Peak,Tier-1,True,1
