user_trip_id,destination,total_trip_budget_inr,accommodation_budget_inr,trip_duration_days,group_size,primary_interest,travel_season,destination_cost_tier,is_group_trip,accommodation_type
U00051,Jaipur,145626,35721,15,8,Beach,Off-season,Tier-1,True,1
U00052,Northeast India,84450,23307,25,8,Food,Moderate,Tier-3,True,1
U00053,Bangalore,229577,67524,1,6,Spiritual,Peak,Tier-1,True,2
U00054,Rajasthan (non-GT),121132,36502,24,5,Heritage,Off-season,Tier-3,True,1
U00055,Pune,278282,77386,14,5,Beach,Peak,Tier-2,True,1
U00056,Mumbai,325458,119148,14,3,Heritage,Moderate,Tier-1,True,1
U00057,Jaipur,324936,139262,16,2,Food,Peak,Tier-1,False,1
U00058,Northeast India,52729,17484,28,8,Heritage,Moderate,Tier-3,True,0
U00059,Rishikesh,234906,84155,26,4,Heritage,Peak,Tier-3,True,1
U00060,Mumbai,141313,29338,15,3,Cultural,Off-season,Tier-1,True,1
U00061,Northeast India,85775,17155,13,1,Adventure,Off-season,Tier-3,False,3
U00062,Rajasthan (non-GT),275821,75927,18,5,Adventure,Moderate,Tier-3,True,1
U00063,Bangalore,138738,39993,13,7,Cultural,Off-season,Tier-1,True,1
U00064,Agra,139259,49521,24,1,Adventure,Off-season,Tier-2,False,0
U00065,Varanasi,257596,77432,22,1,Adventure,Off-season,Tier-2,False,3
U00066,Udaipur,217329,70149,8,10,Spiritual,Off-season,Tier-2,True,1
U00067,Himachal Pradesh,177358,46608,26,8,Food,Peak,Tier-3,True,3
U00068,Lucknow,94502,26569,1,9,Food,Peak,Tier-2,True,2
U00069,Mumbai,153683,31043,16,5,Food,Peak,Tier-1,True,1
U00070,Rishikesh,368209,78740,24,5,Heritage,Peak,Tier-3,True,1
U00071,Himachal Pradesh,285107,116412,4,4,Cultural,Peak,Tier-3,True,2
U00072,Rishikesh,185410,59818,1,8,Beach,Moderate,Tier-3,True,2
U00073,Rishikesh,252705,89867,17,6,Food,Moderate,Tier-3,True,1
U00074,Lucknow,357776,72328,21,1,Adventure,Off-season,Tier-2,False,0
U00075,Rishikesh,189860,58430,17,5,Cultural,Off-season,Tier-3,True,0
U00076,Udaipur,202257,50381,8,4,Adventure,Moderate,Tier-2,True,1
U00077,Delhi,153129,42097,26,3,Heritage,Moderate,Tier-1,True,1
U00078,Agra,315705,84129,24,1,Heritage,Peak,Tier-2,False,0
U00079,Himachal Pradesh,147206,43090,17,7,Adventure,Moderate,Tier-3,True,3
U00080,Udaipur,212576,54313,2,5,Beach,Peak,Tier-2,True,2
U00081,Northeast India,271817,57556,9,9,Food,Peak,Tier-3,True,1
U00082,Northeast India,188418,37684,2,8,Adventure,Moderate,Tier-3,True,3
U00083,Rajasthan (non-GT),283759,107449,19,3,Food,Moderate,Tier-3,True,1
U00084,Northeast India,315460,131061,26,1,Spiritual,Moderate,Tier-3,False,2
U00085,Kolkata,275068,85623,28,1,Food,Moderate,Tier-2,False,2
U00086,Northeast India,38239,17208,14,4,Adventure,Moderate,Tier-3,True,3
U00087,Rajasthan (non-GT),169873,50631,4,3,Beach,Peak,Tier-3,True,2
U00088,Rishikesh,340599,126105,1,7,Adventure,Peak,Tier-3,True,3
U00089,Rishikesh,50099,15842,2,6,Beach,Peak,Tier-3,True,2
U00090,Udaipur,148514,55113,10,1,Adventure,Moderate,Tier-2,False,1
U00091,Kerala,314160,113498,28,10,Spiritual,Peak,Tier-3,True,3
U00092,Northeast India,191362,38272,25,8,Adventure,Moderate,Tier-3,True,3
U00093,Pune,261977,94805,22,3,Cultural,Moderate,Tier-2,True,1
U00094,Northeast India,119786,41507,21,3,Food,Moderate,Tier-3,True,0
U00095,Goa,170784,34157,5,3,Beach,Peak,Tier-1,True,1
U00096,Kerala,122260,39143,7,7,Beach,Off-season,Tier-3,True,1
U00097,Mumbai,249002,73387,17,7,Cultural,Moderate,Tier-1,True,0
U00098,Kolkata,204092,40818,17,10,Cultural,Peak,Tier-2,True,0
U00099,Kerala,299245,75559,8,6,Beach,Off-season,Tier-3,True,1
U00100,Varanasi,244893,89418,30,7,Spiritual,Moderate,Tier-2,True,2
U00101,Northeast India,263904,68122,21,10,Food,Peak,Tier-3,True,0
U00102,Delhi,286102,113259,5,1,Spiritual,Moderate,Tier-1,False,0
U00103,Mumbai,227485,77857,10,3,Food,Off-season,Tier-1,True,1
U00104,Goa,185839,60258,30,6,Adventure,Off-season,Tier-1,True,1
U00105,Himachal Pradesh,5000,2000,17,6,Heritage,Moderate,Tier-3,True,1
U00106,Kolkata,135333,60900,15,4,Beach,Peak,Tier-2,True,1
U00107,Pune,76886,21501,12,8,Spiritual,Moderate,Tier-2,True,1
U00108,Rishikesh,145981,38800,11,7,Beach,Peak,Tier-3,True,0
U00109,Varanasi,235906,56279,9,10,Adventure,Peak,Tier-2,True,3
U00110,Hyderabad,176653,35758,15,8,Spiritual,Moderate,Tier-2,True,1
U00111,Rishikesh,39029,13032,30,10,Adventure,Peak,Tier-3,True,3
U00112,Rishikesh,177986,46166,20,1,Cultural,Moderate,Tier-1,False,0
U00113,Delhi,192552,38510,18,9,Cultural,Peak,Tier-1,True,1
U00114,Kolkata,196633,47105,6,5,Food,Peak,Tier-2,True,1
U00115,Kerala,263067,58607,30,5,Heritage,Off-season,Tier-3,True,0
U00116,Lucknow,226953,45391,8,8,Food,Peak,Tier-2,True,1
U00117,Rajasthan (non-GT),165549,43311,21,9,Food,Moderate,Tier-3,True,1
U00118,Udaipur,5000,2000,9,5,Spiritual,Peak,Tier-2,True,1
U00119,Kolkata,124163,34813,26,5,Adventure,Peak,Tier-2,True,1
U00120,Rishikesh,253140,63115,26,5,Adventure,Peak,Tier-3,True,3
U00121,Northeast India,239103,47821,14,8,Food,Peak,Tier-3,True,1
U00122,Rishikesh,346839,114417,12,9,Spiritual,Moderate,Tier-3,True,3
U00123,Himachal Pradesh,98276,33820,30,5,Spiritual,Off-season,Tier-3,True,0
U00124,Kolkata,61297,14928,2,6,Beach,Peak,Tier-2,True,1
U00125,Goa,5000,2000,13,3,Adventure,Peak,Tier-1,True,1
U00126,Hyderabad,189954,67674,18,4,Adventure,Moderate,Tier-2,True,0
U00127,Himachal Pradesh,177985,55792,2,2,Heritage,Moderate,Tier-3,False,2
U00128,Mumbai,341136,140223,2,9,Cultural,Off-season,Tier-1,True,2
U00129,Udaipur,152273,55459,9,4,Spiritual,Moderate,Tier-2,True,1
U00130,Rishikesh,203481,42644,7,3,Heritage,Peak,Tier-3,True,1
U00131,Northeast India,56451,23801,14,2,Adventure,Peak,Tier-3,False,3
U00132,Varanasi,150602,34744,8,7,Adventure,Moderate,Tier-2,True,3
U00133,Kerala,115899,32984,25,5,Cultural,Peak,Tier-3,True,1
U00134,Kerala,121952,31932,27,2,Beach,Moderate,Tier-3,False,0
U00135,Jaipur,258436,90017,14,5,Cultural,Peak,Tier-1,True,1
U00136,Agra,270270,82550,9,4,Adventure,Moderate,Tier-2,True,1
U00137,Goa,294833,110479,24,2,Spiritual,Peak,Tier-1,False,0
U00138,Kolkata,164373,42383,25,2,Heritage,Off-season,Tier-2,False,0
U00139,Himachal Pradesh,389794,99314,24,2,Heritage,Off-season,Tier-3,False,0
U00140,Udaipur,18348,5067,7,8,Heritage,Peak,Tier-2,True,0
U00141,Rajasthan (non-GT),218082,77937,4,2,Cultural,Off-season,Tier-3,False,2
U00142,Lucknow,232783,46557,22,8,Cultural,Off-season,Tier-2,True,1
U00143,Udaipur,270879,77587,11,1,Beach,Peak,Tier-2,False,1
U00144,Pune,39703,10948,29,2,Adventure,Peak,Tier-2,False,0
U00145,Himachal Pradesh,354450,84954,1,1,Adventure,Peak,Tier-3,False,3
U00146,Rishikesh,162492,41927,4,6,Cultural,Peak,Tier-3,True,2
U00147,Mumbai,360022,106615,4,10,Food,Peak,Tier-1,True,2
U00148,Hyderabad,307269,124652,14,6,Adventure,Moderate,Tier-2,True,1
U00149,Jaipur,33800,11511,8,3,Heritage,Peak,Tier-1,True,1
U00150,Mumbai,108639,21728,26,9,Heritage,Moderate,Tier-1,True,1
U00151,Lucknow,226345,93407,9,7,Adventure,Moderate,Tier-2,True,1
U00152,Rishikesh,271297,65468,18,9,Beach,Moderate,Tier-3,True,1
U00153,Rishikesh,285567,77755,2,9,Cultural,Peak,Tier-3,True,2
U00154,Udaipur,288838,116954,15,6,Heritage,Off-season,Tier-2,True,1
U00155,Kolkata,279476,63289,23,9,Adventure,Peak,Tier-2,True,1
U00156,Kolkata,123380,28081,22,8,Cultural,Moderate,Tier-2,True,0
U00157,Varanasi,245370,84451,29,10,Food,Peak,Tier-2,True,0
U00158,Udaipur,352118,126426,20,8,Spiritual,Moderate,Tier-2,True,1
U00159,Mumbai,161877,54857,4,1,Food,Peak,Tier-1,False,2
U00160,Pune,5000,2000,9,2,Food,Peak,Tier-2,False,0
U00161,Kerala,154504,32367,12,7,Beach,Moderate,Tier-3,True,0
U00162,Bangalore,133458,26692,15,1,Food,Off-season,Tier-1,False,0
U00163,Rishikesh,155519,43385,6,5,Heritage,Peak,Tier-3,True,1
U00164,Kolkata,271395,104509,19,3,Heritage,Off-season,Tier-2,True,1
U00165,Northeast India,175243,46255,8,4,Food,Moderate,Tier-3,True,1
U00166,Mumbai,108387,26974,24,3,Beach,Peak,Tier-1,True,1
U00167,Udaipur,178422,71888,14,4,Heritage,Moderate,Tier-2,True,1
U00168,Goa,157876,70236,28,1,Cultural,Off-season,Tier-1,False,0
U00169,Udaipur,204435,40887,27,9,Cultural,Peak,Tier-2,True,1
U00170,Himachal Pradesh,268844,72304,18,10,Cultural,Peak,Tier-3,True,1
U00171,Himachal Pradesh,77269,21846,28,10,Beach,Moderate,Tier-3,True,1
U00172,Northeast India,24764,8983,14,10,Food,Peak,Tier-3,True,1
U00173,Delhi,278273,71876,22,9,Cultural,Off-season,Tier-1,True,1
U00174,Mumbai,198902,55360,17,9,Beach,Off-season,Tier-1,True,1
U00175,Bangalore,65491,16658,29,7,Beach,Peak,Tier-1,True,1
U00176,Northeast India,334865,90383,13,6,Spiritual,Peak,Tier-3,True,3
U00177,Himachal Pradesh,282715,85946,22,7,Cultural,Peak,Tier-3,True,1
U00178,Kolkata,197902,39580,6,10,Spiritual,Moderate,Tier-2,True,1
U00179,Rishikesh,177109,45202,15,2,Food,Peak,Tier-3,False,0
U00180,Udaipur,5000,2000,17,1,Spiritual,Moderate,Tier-2,False,0
U00181,Goa,113741,22871,28,10,Food,Moderate,Tier-1,True,0
U00182,Kolkata,18059,7367,27,6,Spiritual,Peak,Tier-2,True,1
U00183,Agra,282069,101762,21,6,Beach,Moderate,Tier-2,True,0
U00184,Udaipur,223559,52173,9,8,Heritage,Moderate,Tier-2,True,1
U00185,Rishikesh,272093,104035,30,2,Heritage,Moderate,Tier-3,False,0
U00186,Udaipur,5000,2000,30,7,Beach,Off-season,Tier-2,True,1
U00187,Mumbai,96277,25774,13,7,Heritage,Moderate,Tier-1,True,0
U00188,Rishikesh,237645,48115,5,1,Beach,Moderate,Tier-3,False,1
U00189,Bangalore,223391,54523,10,3,Food,Peak,Tier-1,True,1
U00190,Bangalore,10896,2179,28,3,Food,Moderate,Tier-1,True,1
U00191,Hyderabad,247860,49572,24,4,Heritage,Peak,Tier-2,True,1
U00192,Jaipur,88417,32484,6,10,Adventure,Peak,Tier-1,True,2
U00193,Delhi,147477,50550,25,2,Beach,Off-season,Tier-1,False,0
U00194,Udaipur,189333,67339,2,3,Spiritual,Peak,Tier-2,True,2
U00195,Jaipur,140981,35406,15,4,Beach,Peak,Tier-1,True,0
U00196,Kerala,120109,48673,21,2,Beach,Peak,Tier-3,False,0
U00197,Kerala,79627,16193,24,5,Spiritual,Peak,Tier-3,True,3
U00198,Rishikesh,99617,38333,20,2,Adventure,Peak,Tier-1,False,0
U00199,Bangalore,103914,36846,25,9,Heritage,Off-season,Tier-1,True,0
U00200,Rishikesh,218148,61256,21,3,Adventure,Peak,Tier-3,True,3
U00201,Jaipur,5000,2000,18,1,Adventure,Moderate,Tier-1,False,0
U00202,Himachal Pradesh,5000,2000,15,3,Food,Peak,Tier-3,True,0
U00203,Northeast India,155990,57285,25,2,Spiritual,Off-season,Tier-3,False,3
U00204,Goa,132450,36741,26,2,Cultural,Off-season,Tier-1,False,0
U00205,Bangalore,35747,9823,29,2,Adventure,Peak,Tier-1,False,0
U00206,Mumbai,94530,28000,4,1,Heritage,Peak,Tier-1,False,2
U00207,Kolkata,254877,59212,14,6,Beach,Moderate,Tier-2,True,1
U00208,Rajasthan (non-GT),218378,43676,22,6,Adventure,Peak,Tier-3,True,0
U00209,Agra,274449,112056,30,3,Food,Peak,Tier-2,True,0
U00210,Jaipur,237915,79571,2,10,Food,Off-season,Tier-1,True,2
U00211,Goa,272576,81432,1,3,Cultural,Moderate,Tier-1,True,2
U00212,Northeast India,386514,140898,4,2,Heritage,Moderate,Tier-3,False,2
U00213,Rishikesh,69703,20163,18,3,Food,Peak,Tier-3,True,3
U00214,Delhi,129864,42418,8,8,Heritage,Peak,Tier-1,True,1
U00215,Himachal Pradesh,200073,40015,20,9,Beach,Moderate,Tier-3,True,0
U00216,Pune,159996,37837,14,6,Spiritual,Off-season,Tier-2,True,0
U00217,Kerala,187441,55799,29,8,Heritage,Off-season,Tier-3,True,1
U00218,Mumbai,130208,26417,9,2,Food,Off-season,Tier-1,False,0
U00219,Northeast India,28615,5723,26,1,Adventure,Peak,Tier-3,False,3
U00220,Rajasthan (non-GT),419401,153888,12,7,Spiritual,Moderate,Tier-3,True,2
U00221,Northeast India,78816,16297,21,5,Food,Off-season,Tier-3,True,1
U00222,Delhi,174090,57502,5,2,Food,Off-season,Tier-1,False,1
U00223,Himachal Pradesh,288140,57628,23,6,Beach,Peak,Tier-3,True,0
U00224,Northeast India,86984,27562,29,6,Spiritual,Off-season,Tier-3,True,0
U00225,Kolkata,104832,28457,20,10,Food,Off-season,Tier-2,True,0
U00226,Himachal Pradesh,277385,78145,15,6,Adventure,Moderate,Tier-3,True,3
U00227,Jaipur,71515,15772,24,10,Adventure,Moderate,Tier-1,True,0
U00228,Northeast India,229155,81724,17,4,Spiritual,Moderate,Tier-3,True,3
U00229,Mumbai,185371,37074,25,4,Spiritual,Peak,Tier-1,True,1
U00230,Rishikesh,153764,69194,27,7,Spiritual,Peak,Tier-3,True,3
U00231,Mumbai,127413,57336,21,4,Food,Peak,Tier-1,True,0
U00232,Kerala,289526,96563,3,5,Beach,Peak,Tier-3,True,2
U00233,Rajasthan (non-GT),214836,58190,19,5,Beach,Peak,Tier-3,True,0
U00234,Lucknow,263319,62635,16,8,Beach,Moderate,Tier-2,True,1
U00235,Rajasthan (non-GT),210233,89099,14,3,Beach,Moderate,Tier-3,True,1
U00236,Agra,258156,56860,14,4,Beach,Moderate,Tier-2,True,1
U00237,Jaipur,192623,70535,15,3,Spiritual,Moderate,Tier-1,True,0
U00238,Hyderabad,215562,79743,11,8,Adventure,Peak,Tier-2,True,2
U00239,Bangalore,217161,79957,19,8,Spiritual,Peak,Tier-1,True,0
U00240,Himachal Pradesh,102568,23618,8,3,Heritage,Off-season,Tier-3,True,1
U00241,Udaipur,246487,95770,13,3,Adventure,Off-season,Tier-2,True,1
U00242,Mumbai,296863,83078,5,2,Cultural,Off-season,Tier-1,False,2
U00243,Himachal Pradesh,114455,23558,8,6,Cultural,Moderate,Tier-3,True,1
U00244,Bangalore,247052,86715,29,2,Heritage,Peak,Tier-1,False,0
U00245,Udaipur,68066,17534,22,8,Beach,Moderate,Tier-2,True,3
U00246,Varanasi,246375,85975,21,8,Cultural,Peak,Tier-2,True,1
U00247,Bangalore,104455,32292,28,2,Beach,Peak,Tier-1,False,0
U00248,Bangalore,82020,24271,13,2,Food,Off-season,Tier-1,False,0
U00249,Varanasi,350927,120733,16,3,Spiritual,Moderate,Tier-2,True,3
U00250,Goa,67335,30301,6,5,Spiritual,Peak,Tier-1,True,0
U00251,Himachal Pradesh,165920,74664,28,1,Cultural,Peak,Tier-3,False,0
U00252,Mumbai,329111,107798,24,4,Food,Peak,Tier-1,True,1
U00253,Rajasthan (non-GT),63536,14675,28,5,Food,Peak,Tier-3,True,1
U00254,Rajasthan (non-GT),204747,61623,14,4,Beach,Moderate,Tier-3,True,1
U00255,Kerala,180600,76544,11,10,Beach,Moderate,Tier-3,True,1
U00256,Kerala,164296,32859,1,9,Spiritual,Peak,Tier-3,True,2
U00257,Delhi,336239,107529,19,6,Spiritual,Moderate,Tier-1,True,1
U00258,Kolkata,194462,66363,2,1,Beach,Peak,Tier-2,False,0
U00259,Mumbai,48349,10923,30,6,Cultural,Peak,Tier-1,True,0
U00260,Varanasi,151268,32061,21,4,Spiritual,Off-season,Tier-2,True,0
U00261,Goa,211504,59994,10,5,Cultural,Moderate,Tier-1,True,1
U00262,Udaipur,119196,47381,19,7,Spiritual,Peak,Tier-2,True,0
U00263,Rishikesh,273672,100405,1,2,Cultural,Peak,Tier-3,False,2
U00264,Rajasthan (non-GT),153975,45752,24,4,Beach,Moderate,Tier-3,True,0
U00265,Varanasi,234913,101067,10,6,Food,Off-season,Tier-2,True,1
U00266,Northeast India,280817,56163,14,3,Food,Off-season,Tier-3,True,1
U00267,Hyderabad,285851,77342,25,3,Adventure,Peak,Tier-2,True,0
U00268,Delhi,272572,108640,16,4,Cultural,Moderate,Tier-1,True,1
U00269,Kolkata,291683,67490,17,10,Spiritual,Peak,Tier-2,True,0
U00270,Hyderabad,281471,56660,12,3,Adventure,Moderate,Tier-2,True,0
U00271,Kolkata,291514,89318,1,3,Food,Peak,Tier-2,True,2
U00272,Himachal Pradesh,179074,35815,5,7,Beach,Off-season,Tier-3,True,1
U00273,Bangalore,181906,63991,22,6,Food,Off-season,Tier-1,True,0
U00274,Varanasi,53821,16987,13,7,Beach,Peak,Tier-2,True,0
U00275,Rajasthan (non-GT),250604,50121,17,1,Cultural,Moderate,Tier-3,False,0
U00276,Kolkata,40177,11787,10,9,Adventure,Moderate,Tier-2,True,0
U00277,Lucknow,313150,62630,17,6,Food,Off-season,Tier-2,True,1
U00278,Goa,228551,71012,8,1,Heritage,Moderate,Tier-1,False,1
U00279,Jaipur,212609,77564,6,5,Spiritual,Peak,Tier-1,True,2
U00280,Rajasthan (non-GT),231076,46215,23,3,Spiritual,Off-season,Tier-3,True,0
U00281,Mumbai,152092,68441,10,9,Heritage,Peak,Tier-1,True,1
U00282,Goa,317320,117443,5,7,Beach,Peak,Tier-1,True,2
U00283,Rajasthan (non-GT),118105,34914,8,6,Food,Peak,Tier-3,True,1
U00284,Bangalore,260751,75930,14,8,Spiritual,Peak,Tier-1,True,2
U00285,Varanasi,133586,47352,9,5,Adventure,Moderate,Tier-2,True,3
U00286,Pune,191981,70106,8,2,Beach,Off-season,Tier-2,False,1
U00287,Udaipur,120046,33244,13,5,Cultural,Peak,Tier-2,True,1
U00288,Mumbai,130391,44493,17,10,Adventure,Moderate,Tier-1,True,0
U00289,Rishikesh,267070,53414,4,2,Heritage,Peak,Tier-3,False,2
U00290,Udaipur,223126,59729,12,1,Food,Peak,Tier-2,False,1
U00291,Kolkata,147266,38856,9,7,Adventure,Peak,Tier-2,True,1
U00292,Bangalore,327169,121701,5,6,Food,Moderate,Tier-1,True,2
U00293,Hyderabad,161789,44140,16,9,Heritage,Off-season,Tier-2,True,0
U00294,Bangalore,217007,77529,11,10,Adventure,Off-season,Tier-1,True,1
U00295,Udaipur,5000,2000,20,3,Food,Moderate,Tier-2,True,1
U00296,Pune,323202,97166,2,3,Spiritual,Peak,Tier-2,True,2
U00297,Pune,334063,140779,24,3,Spiritual,Moderate,Tier-2,True,1
U00298,Himachal Pradesh,95123,25759,15,5,Adventure,Off-season,Tier-3,True,1
U00299,Hyderabad,126101,42407,28,2,Heritage,Peak,Tier-2,False,1
U00300,Himachal Pradesh,137082,53264,24,2,Heritage,Peak,Tier-3,False,0
U00301,Himachal Pradesh,65607,23917,8,5,Cultural,Peak,Tier-3,True,0
U00302,Kerala,28772,7057,16,10,Spiritual,Peak,Tier-3,True,3
U00303,Udaipur,262878,78408,21,4,Heritage,Peak,Tier-2,True,0
U00304,Lucknow,126678,25336,20,9,Adventure,Peak,Tier-2,True,1
U00305,Varanasi,136056,43925,16,5,Cultural,Moderate,Tier-2,True,1
U00306,Udaipur,26034,8044,24,2,Cultural,Moderate,Tier-2,False,0
U00307,Bangalore,165821,41699,18,5,Food,Moderate,Tier-1,True,0
U00308,Kolkata,247984,73633,24,7,Beach,Peak,Tier-2,True,0
U00309,Udaipur,5000,2000,10,6,Spiritual,Peak,Tier-2,True,1
U00310,Bangalore,304990,99292,23,7,Adventure,Moderate,Tier-1,True,1
U00311,Goa,254315,75984,7,7,Food,Moderate,Tier-1,True,1
U00312,Northeast India,63800,25282,11,1,Beach,Peak,Tier-3,False,0
U00313,Kolkata,97895,25927,5,5,Adventure,Peak,Tier-2,True,1
U00314,Pune,31717,9085,13,2,Food,Peak,Tier-2,False,0
U00315,Rishikesh,227589,64715,16,5,Heritage,Peak,Tier-3,True,1
U00316,Mumbai,486599,124616,17,1,Beach,Peak,Tier-1,False,1
U00317,Agra,230147,81971,9,3,Spiritual,Off-season,Tier-2,True,1
U00318,Delhi,157689,31538,5,1,Spiritual,Off-season,Tier-1,False,1
U00319,Hyderabad,149905,41295,10,8,Adventure,Peak,Tier-2,True,1
U00320,Rajasthan (non-GT),5000,2000,24,10,Cultural,Moderate,Tier-3,True,1
U00321,Rishikesh,194529,38906,14,1,Food,Moderate,Tier-3,False,0
U00322,Bangalore,284607,104827,20,5,Heritage,Peak,Tier-1,True,2
U00323,Udaipur,5000,2181,20,3,Adventure,Peak,Tier-2,True,1
U00324,Lucknow,183171,36634,2,10,Food,Off-season,Tier-2,True,2
U00325,Jaipur,163134,62898,19,6,Spiritual,Peak,Tier-1,True,1
U00326,Goa,75397,23797,23,2,Food,Off-season,Tier-1,False,0
U00327,Kerala,216524,82979,20,1,Beach,Peak,Tier-3,False,0
U00328,Jaipur,174053,53245,17,10,Beach,Off-season,Tier-1,True,1
U00329,Northeast India,169295,39879,3,5,Adventure,Off-season,Tier-3,True,2
U00330,Northeast India,27493,5793,9,5,Food,Moderate,Tier-3,True,1
U00331,Goa,128096,46352,21,3,Beach,Moderate,Tier-1,True,0
U00332,Goa,230548,77820,14,7,Cultural,Peak,Tier-1,True,1
U00333,Kerala,140969,54142,29,4,Food,Peak,Tier-3,True,0
U00334,Kerala,256609,70552,17,1,Food,Moderate,Tier-3,False,0
U00335,Pune,55946,11338,10,8,Food,Peak,Tier-2,True,1
U00336,Kolkata,51698,13432,29,10,Cultural,Peak,Tier-2,True,1
U00337,Mumbai,163463,50915,19,8,Cultural,Peak,Tier-1,True,1
U00338,Rajasthan (non-GT),75792,24957,23,2,Beach,Peak,Tier-3,False,0
U00339,Delhi,290960,121965,3,10,Spiritual,Peak,Tier-1,True,2
U00340,Jaipur,249477,55240,28,1,Adventure,Moderate,Tier-1,False,0
U00341,Northeast India,202090,40418,7,8,Beach,Moderate,Tier-3,True,1
U00342,Agra,281694,105912,10,3,Adventure,Peak,Tier-2,True,1
U00343,Pune,213416,55157,10,7,Food,Peak,Tier-2,True,1
U00344,Goa,5000,2000,21,1,Food,Moderate,Tier-1,False,0
U00345,Kolkata,30025,7984,13,9,Food,Moderate,Tier-2,True,1
U00346,Bangalore,282929,102129,3,2,Adventure,Peak,Tier-1,False,2
U00347,Himachal Pradesh,67084,18765,30,3,Spiritual,Peak,Tier-3,True,3
U00348,Varanasi,78668,20167,16,9,Cultural,Moderate,Tier-2,True,1
U00349,Udaipur,139125,40782,5,10,Food,Peak,Tier-2,True,1
U00350,Jaipur,225688,63063,27,4,Heritage,Moderate,Tier-1,True,0
